Date,Open,High,Low,Close,Adj Close,Volume
2021-08-04,114.360001,122.489998,114.160004,118.769997,118.769997,225368700
2021-08-05,116.629997,117.680000,111.589996,112.349998,112.349998,137860900
2021-08-06,110.550003,116.260002,109.699997,110.110001,110.110001,143899000
2021-08-09,111.309998,112.330002,107.059998,107.580002,107.580002,115749900
2021-08-10,107.900002,109.169998,104.360001,106.480003,106.480003,113012300
2021-08-11,107.599998,109.790001,105.620003,107.680000,107.680000,91788300
2021-08-12,107.389999,108.440002,105.860001,106.500000,106.500000,60578700
2021-08-13,107.169998,111.709999,106.570000,110.550003,110.550003,100135700
2021-08-16,110.199997,111.580002,105.870003,107.480003,107.480003,73325400
2021-08-17,106.639999,108.699997,105.349998,107.559998,107.559998,74053900
2021-08-18,107.349998,108.070000,103.269997,103.440002,103.440002,79387900
2021-08-19,103.320000,106.180000,101.980003,103.699997,103.699997,71117500
2021-08-20,104.320000,105.980003,103.989998,104.650002,104.650002,55227600
2021-08-23,105.300003,109.019997,104.860001,108.769997,108.769997,68835300
2021-08-24,109.449997,109.610001,107.279999,107.650002,107.650002,51239300
2021-08-25,108.129997,109.910004,107.449997,108.300003,108.300003,45485500
2021-08-26,108.570000,109.230003,106.839996,107.269997,107.269997,51442500
2021-08-27,108.010002,111.779999,107.800003,111.400002,111.400002,61030000
2021-08-30,112.610001,114.489998,111.260002,111.320000,111.320000,56130500
2021-08-31,111.260002,111.260002,109.029999,110.720001,110.720001,49339000
2021-09-01,111.300003,111.849998,109.849998,109.989998,109.989998,38579600
2021-09-02,110.320000,110.879997,108.769997,109.199997,109.199997,40090500
2021-09-03,108.849998,111.169998,108.500000,109.919998,109.919998,42605800
2021-09-07,109.959999,110.580002,108.660004,109.150002,109.150002,28815200
2021-09-08,108.879997,109.300003,105.519997,106.169998,106.169998,43067900
2021-09-09,106.559998,107.300003,105.839996,106.150002,106.150002,31857900
2021-09-10,106.989998,106.989998,104.980003,105.199997,105.199997,32602300
2021-09-13,105.260002,105.279999,102.629997,104.800003,104.800003,37767800
2021-09-14,105.519997,106.820000,104.419998,105.730003,105.730003,40629500
2021-09-15,106.000000,106.320000,104.029999,105.599998,105.599998,37998900
2021-09-16,104.919998,106.750000,103.760002,106.220001,106.220001,38150300
2021-09-17,105.559998,105.980003,103.709999,103.879997,103.879997,44528300
2021-09-20,101.580002,102.510002,99.510002,101.550003,101.550003,45228400
2021-09-21,102.150002,103.430000,101.180000,102.820000,102.820000,35481500
2021-09-22,102.820000,104.559998,102.209999,104.379997,104.379997,34126300
2021-09-23,104.889999,106.860001,103.889999,106.150002,106.150002,32816700
2021-09-24,105.190002,106.050003,104.680000,105.800003,105.800003,26482600
2021-09-27,105.070000,108.440002,103.440002,108.160004,108.160004,51944300
2021-09-28,106.839996,107.650002,101.419998,101.519997,101.519997,74469000
2021-09-29,102.300003,102.660004,99.809998,100.349998,100.349998,52224700
2021-09-30,102.080002,104.440002,101.989998,102.900002,102.900002,57636700
2021-10-01,102.599998,103.000000,100.639999,102.449997,102.449997,41491600
2021-10-04,101.739998,101.849998,99.820000,100.339996,100.339996,41967100
2021-10-05,100.919998,102.870003,100.610001,101.809998,101.809998,31455200
2021-10-06,100.449997,103.720001,100.349998,103.639999,103.639999,39071700
2021-10-07,104.599998,107.949997,104.459999,106.449997,106.449997,41543100
2021-10-08,106.550003,107.279999,104.889999,105.059998,105.059998,30623000
2021-10-11,104.620003,107.199997,104.019997,104.680000,104.680000,31284400
2021-10-12,105.169998,106.040001,104.339996,105.040001,105.040001,34039900
2021-10-13,106.279999,109.879997,106.250000,109.160004,109.160004,55631900
2021-10-14,110.500000,112.220001,109.629997,111.989998,111.989998,46900200
2021-10-15,112.510002,112.839996,111.110001,112.120003,112.120003,34203000
2021-10-18,111.900002,116.879997,111.370003,116.430000,116.430000,47537800
2021-10-19,116.160004,117.169998,114.470001,116.330002,116.330002,39593900
2021-10-20,116.290001,118.300003,115.419998,116.389999,116.389999,34244800
2021-10-21,116.500000,119.680000,116.260002,119.330002,119.330002,34794900
2021-10-22,120.830002,121.559998,118.370003,119.820000,119.820000,38992700
2021-10-25,120.519997,123.459999,118.599998,122.360001,122.360001,47834100
2021-10-26,122.989998,127.199997,122.580002,122.930000,122.930000,59458900
2021-10-27,121.629997,128.080002,121.050003,122.279999,122.279999,98245300
2021-10-28,122.860001,123.500000,120.260002,121.160004,121.160004,58002500
2021-10-29,120.949997,122.570000,119.879997,120.230003,120.230003,43320100
2021-11-01,119.449997,125.669998,118.129997,125.230003,125.230003,54559800
2021-11-02,124.980003,128.460007,124.199997,127.629997,127.629997,53491900
2021-11-03,127.750000,130.600006,126.790001,130.529999,130.529999,59537800
2021-11-04,132.009995,139.000000,130.770004,137.500000,137.500000,84825200
2021-11-05,139.190002,141.220001,134.419998,136.339996,136.339996,64920600
2021-11-08,137.699997,153.600006,137.699997,150.160004,150.160004,141493800
2021-11-09,154.009995,155.649994,143.889999,148.919998,148.919998,98442600
2021-11-10,143.929993,146.300003,138.520004,139.869995,139.869995,82989200
2021-11-11,142.960007,146.470001,140.839996,146.009995,146.009995,67934800
2021-11-12,146.029999,148.589996,144.250000,147.889999,147.889999,52162100
2021-11-15,148.000000,148.979996,142.860001,146.490005,146.490005,52271300
2021-11-16,145.929993,153.080002,145.339996,152.449997,152.449997,53100800
2021-11-17,151.979996,154.660004,149.690002,151.339996,151.339996,54527500
2021-11-18,157.070007,158.889999,152.559998,155.020004,155.020004,60612700
2021-11-19,155.759995,156.919998,153.449997,155.410004,155.410004,41668900
2021-11-22,157.139999,161.880005,152.389999,152.520004,152.520004,58674100
2021-11-23,150.410004,152.660004,145.300003,149.919998,149.919998,62852700
2021-11-24,149.460007,157.929993,147.190002,157.800003,157.800003,60677100
2021-11-26,155.800003,158.100006,152.809998,154.809998,154.809998,36245100
2021-11-29,157.500000,162.509995,156.100006,161.910004,161.910004,57438900
2021-11-30,163.279999,164.460007,155.679993,158.369995,158.369995,75182500
2021-12-01,160.369995,160.880005,148.919998,149.110001,149.110001,64039100
2021-12-02,147.679993,152.529999,146.470001,150.679993,150.679993,56161200
2021-12-03,151.649994,152.380005,140.720001,144.009995,144.009995,65910000
2021-12-06,141.139999,141.309998,134.199997,139.059998,139.059998,66776500
2021-12-07,143.899994,145.759995,141.000000,144.850006,144.850006,53359400
2021-12-08,144.960007,147.039993,142.699997,145.240005,145.240005,40977500
2021-12-09,145.160004,146.690002,137.800003,138.100006,138.100006,53019900
2021-12-10,141.289993,141.369995,135.820007,138.550003,138.550003,42224300
2021-12-13,138.250000,139.399994,133.419998,133.800003,133.800003,42174000
2021-12-14,131.669998,137.240005,130.600006,135.600006,135.600006,50754600
2021-12-15,135.110001,146.690002,133.809998,146.500000,146.500000,72425800
2021-12-16,147.000000,147.929993,137.020004,138.639999,138.639999,63369600
2021-12-17,136.300003,142.039993,136.110001,137.750000,137.750000,55642100
2021-12-20,135.970001,138.259995,133.520004,135.800003,135.800003,38195400
2021-12-21,138.190002,144.500000,135.149994,144.250000,144.250000,57785200
2021-12-22,142.649994,144.500000,140.270004,143.880005,143.880005,46923700
2021-12-23,143.889999,149.020004,143.850006,146.139999,146.139999,48653800
2021-12-27,147.509995,154.889999,147.250000,154.360001,154.360001,53296400
2021-12-28,155.880005,156.729996,151.380005,153.149994,153.149994,58699100
2021-12-29,152.820007,154.339996,147.289993,148.259995,148.259995,51300200
2021-12-30,147.440002,148.850006,144.850006,145.149994,145.149994,44358000
2021-12-31,146.160004,148.610001,143.550003,143.899994,143.899994,49448100
2022-01-03,145.139999,151.649994,145.020004,150.240005,150.240005,59396600
2022-01-04,151.009995,152.419998,140.699997,144.419998,144.419998,80200500
2022-01-05,142.820007,143.759995,135.289993,136.149994,136.149994,65403200
2022-01-06,136.190002,138.000000,131.770004,136.229996,136.229996,64802900
2022-01-07,136.279999,137.440002,131.130005,132.000000,132.000000,58441100
2022-01-10,129.080002,132.419998,125.029999,132.000000,132.000000,84671300
2022-01-11,133.449997,138.990005,131.589996,137.309998,137.309998,77153900
2022-01-12,138.589996,140.570007,135.770004,137.470001,137.470001,69669600
2022-01-13,139.440002,141.250000,131.809998,132.740005,132.740005,76618100
2022-01-14,131.679993,137.000000,131.429993,136.880005,136.880005,71078400
2022-01-18,134.500000,136.389999,131.589996,131.929993,131.929993,56527400
2022-01-19,133.550003,134.570007,128.020004,128.270004,128.270004,69831800
2022-01-20,126.040001,128.509995,121.410004,121.889999,121.889999,91157300
2022-01-21,120.139999,125.019997,118.389999,118.809998,118.809998,95685300
2022-01-24,115.400002,116.769997,107.500000,116.529999,116.529999,116210100
2022-01-25,114.099998,114.820000,109.860001,111.129997,111.129997,85102900
2022-01-26,114.550003,117.160004,108.629997,110.709999,110.709999,94752600
2022-01-27,111.959999,112.750000,101.940002,102.599998,102.599998,125954100
2022-01-28,101.550003,105.400002,99.349998,105.239998,105.239998,98749500
2022-01-31,107.930000,114.309998,106.900002,114.250000,114.250000,97206000
2022-02-01,116.750000,117.260002,112.730003,116.779999,116.779999,122467900
2022-02-02,129.889999,130.059998,120.639999,122.760002,122.760002,180065000
2022-02-03,120.320000,125.370003,118.820000,120.080002,120.080002,103599500
2022-02-04,120.339996,124.959999,118.580002,123.599998,123.599998,86212000
2022-02-07,123.559998,127.629997,122.790001,123.669998,123.669998,81672500
2022-02-08,122.379997,128.710007,122.050003,128.229996,128.229996,84902800
2022-02-09,129.600006,132.960007,127.650002,132.850006,132.850006,92948900
2022-02-10,128.839996,131.759995,124.610001,125.769997,125.769997,108939900
2022-02-11,126.139999,127.169998,111.809998,113.180000,113.180000,164723200
2022-02-14,115.510002,118.370003,113.459999,114.269997,114.269997,135146400
2022-02-15,117.190002,121.879997,114.360001,121.470001,121.470001,143975900
2022-02-16,119.050003,119.540001,114.220001,117.690002,117.690002,119109600
2022-02-17,116.260002,116.980003,112.260002,112.370003,112.370003,98179600
2022-02-18,113.900002,115.639999,109.889999,113.830002,113.830002,114321200
2022-02-22,115.269997,119.199997,113.610001,115.650002,115.650002,141648500
2022-02-23,117.400002,118.650002,109.040001,109.760002,109.760002,120299400
2022-02-24,104.559998,116.959999,104.260002,116.610001,116.610001,142956600
2022-02-25,117.160004,121.230003,116.040001,121.059998,121.059998,127821000
2022-02-28,120.309998,124.610001,119.199997,123.339996,123.339996,124666100
2022-03-01,122.330002,122.430000,112.800003,113.830002,113.830002,126552200
2022-03-02,115.470001,119.480003,113.309998,118.279999,118.279999,118354500
2022-03-03,118.129997,118.260002,111.050003,111.980003,111.980003,123916700
2022-03-04,112.000000,113.000000,106.809998,108.410004,108.410004,100609400
2022-03-07,108.529999,109.529999,102.820000,102.949997,102.949997,92600000
2022-03-08,102.809998,109.900002,100.080002,105.529999,105.529999,135348300
2022-03-09,108.410004,111.709999,106.849998,111.050003,111.050003,102310300
2022-03-10,108.889999,109.070000,103.070000,106.459999,106.459999,102557400
2022-03-11,108.129997,108.190002,104.080002,104.290001,104.290001,87584400
2022-03-14,102.989998,105.239998,101.040001,102.250000,102.250000,89731700
2022-03-15,102.660004,109.690002,101.790001,109.330002,109.330002,112425500
2022-03-16,111.599998,115.419998,109.889999,115.370003,115.370003,113689800
2022-03-17,112.139999,114.269997,109.709999,111.690002,111.690002,103201700
2022-03-18,111.279999,114.930000,110.550003,113.459999,113.459999,105834800
2022-03-21,113.730003,117.570000,112.540001,115.919998,115.919998,101905900
2022-03-22,115.430000,117.949997,113.809998,114.779999,114.779999,101672600
2022-03-23,114.290001,117.550003,112.209999,113.919998,113.919998,90579200
2022-03-24,114.959999,120.550003,113.709999,120.529999,120.529999,121961300
2022-03-25,119.919998,121.400002,117.250000,119.669998,119.669998,95852400
2022-03-28,117.699997,120.410004,116.709999,120.239998,120.239998,92966100
2022-03-29,122.279999,123.709999,119.589996,123.230003,123.230003,94143000
2022-03-30,123.040001,125.669998,118.589996,119.220001,119.220001,99476900
2022-03-31,116.309998,116.379997,109.019997,109.339996,109.339996,147004800
2022-04-01,110.480003,111.419998,106.099998,108.190002,108.190002,111867100
2022-04-04,109.970001,110.940002,107.029999,110.529999,110.529999,90123900
2022-04-05,109.690002,110.480003,106.050003,106.820000,106.820000,79532000
2022-04-06,104.449997,105.739998,101.709999,103.669998,103.669998,105256600
2022-04-07,103.919998,105.239998,100.910004,103.720001,103.720001,91895500
2022-04-08,102.510002,102.989998,100.419998,101.000000,101.000000,92746700
2022-04-11,98.599998,98.669998,95.940002,97.370003,97.370003,95527700
2022-04-12,98.779999,99.589996,94.599998,95.099998,95.099998,89246400
2022-04-13,95.300003,98.330002,94.709999,97.739998,97.739998,77728400
2022-04-14,98.370003,98.389999,92.919998,93.059998,93.059998,73354400
2022-04-18,92.029999,95.160004,91.639999,93.889999,93.889999,80605800
2022-04-19,93.389999,97.070000,92.839996,96.930000,96.930000,77069500
2022-04-20,97.839996,97.910004,93.199997,94.019997,94.019997,62489000
2022-04-21,95.160004,96.230003,89.239998,89.849998,89.849998,76680600
2022-04-22,90.029999,91.459999,87.940002,88.139999,88.139999,75017700
2022-04-25,89.860001,91.370003,88.610001,90.690002,90.690002,93481000
2022-04-26,89.739998,90.120003,85.080002,85.160004,85.160004,89127400
2022-04-27,84.250000,87.900002,84.019997,84.910004,84.910004,83125100
2022-04-28,86.669998,90.580002,84.779999,89.639999,89.639999,91495400
2022-04-29,88.050003,91.790001,85.379997,85.519997,85.519997,82647700
2022-05-02,85.660004,90.370003,85.320000,89.839996,89.839996,98304100
2022-05-03,89.849998,92.209999,89.010002,91.129997,91.129997,126381800
2022-05-04,98.180000,99.690002,91.699997,99.419998,99.419998,225394100
2022-05-05,97.650002,97.839996,92.169998,93.870003,93.870003,153129800
2022-05-06,94.339996,98.180000,92.650002,95.339996,95.339996,144286600
2022-05-09,92.870003,93.739998,85.379997,86.360001,86.360001,144523700
2022-05-10,89.180000,90.769997,85.410004,88.730003,88.730003,137235500
2022-05-11,87.839996,93.459999,86.529999,87.919998,87.919998,136137900
2022-05-12,86.599998,88.550003,83.269997,87.059998,87.059998,129214200
2022-05-13,88.300003,96.570000,88.220001,95.120003,95.120003,138068100
2022-05-16,93.860001,98.169998,93.080002,94.239998,94.239998,131065700
2022-05-17,97.879997,103.199997,97.540001,102.470001,102.470001,164227200
2022-05-18,100.000000,104.220001,95.709999,96.279999,96.279999,142603200
2022-05-19,96.690002,100.690002,95.089996,96.669998,96.669998,141506200
2022-05-20,98.389999,98.639999,88.260002,93.500000,93.500000,164126800
2022-05-23,91.660004,95.190002,90.919998,95.070000,95.070000,128773000
2022-05-24,92.540001,93.419998,89.620003,91.160004,91.160004,123341400
2022-05-25,90.430000,93.889999,89.519997,92.650002,92.650002,111771100
2022-05-26,91.339996,100.330002,90.739998,98.750000,98.750000,128792700
2022-05-27,100.139999,102.400002,99.379997,102.260002,102.260002,104348400
2022-05-31,102.430000,104.550003,100.040001,101.860001,101.860001,125102900
2022-06-01,102.129997,103.570000,99.550003,101.220001,101.220001,99351400
2022-06-02,100.779999,109.500000,100.779999,108.589996,108.589996,120953800
2022-06-03,105.800003,109.389999,104.650002,106.300003,106.300003,110801500
2022-06-06,108.269997,109.570000,104.230003,105.650002,105.650002,96726900
2022-06-07,104.239998,106.239998,102.610001,105.279999,105.279999,79022900
2022-06-08,104.570000,105.849998,100.410004,101.900002,101.900002,97641900
2022-06-09,101.570000,103.940002,98.739998,98.800003,98.800003,95299000
2022-06-10,98.820000,99.930000,94.250000,94.820000,94.820000,102135400
2022-06-13,91.260002,92.029999,86.639999,86.989998,86.989998,98148800
2022-06-14,87.410004,88.300003,85.820000,86.989998,86.989998,84066600
2022-06-15,87.900002,90.860001,86.190002,89.300003,89.300003,95774800
2022-06-16,86.629997,86.730003,80.639999,82.050003,82.050003,102433300
2022-06-17,82.190002,82.940002,79.430000,81.570000,81.570000,105125700
